Stream_KM,Longitude,Latitude,TopoWest,TopoSouth,TopoEast,Veg0_EMERG,Veg1_NE,Veg2_NE,Veg3_NE,Veg4_NE,Veg5_NE,Veg6_NE,Veg7_NE,Veg8_NE,Veg9_NE,Veg1_E,Veg2_E,Veg3_E,Veg4_E,Veg5_E,Veg6_E,Veg7_E,Veg8_E,Veg9_E,Veg1_SE,Veg2_SE,Veg3_SE,Veg4_SE,Veg5_SE,Veg6_SE,Veg7_SE,Veg8_SE,Veg9_SE,Veg1_S,Veg2_S,Veg3_S,Veg4_S,Veg5_S,Veg6_S,Veg7_S,Veg8_S,Veg9_S,Veg1_SW,Veg2_SW,Veg3_SW,Veg4_SW,Veg5_SW,Veg6_SW,Veg7_SW,Veg8_SW,Veg9_SW,Veg1_W,Veg2_W,Veg3_W,Veg4_W,Veg5_W,Veg6_W,Veg7_W,Veg8_W,Veg9_W,Veg1_NW,Veg2_NW,Veg3_NW,Veg4_NW,Veg5_NW,Veg6_NW,Veg7_NW,Veg8_NW,Veg9_NW,ELEV_V1_NE,ELEV_V2_NE,ELEV_V3_NE,ELEV_V4_NE,ELEV_V5_NE,ELEV_V6_NE,ELEV_V7_NE,ELEV_V8_NE,ELEV_V9_NE,ELEV_V1_E,ELEV_V2_E,ELEV_V3_E,ELEV_V4_E,ELEV_V5_E,ELEV_V6_E,ELEV_V7_E,ELEV_V8_E,ELEV_V9_E,ELEV_V1_SE,ELEV_V2_SE,ELEV_V3_SE,ELEV_V4_SE,ELEV_V5_SE,ELEV_V6_SE,ELEV_V7_SE,ELEV_V8_SE,ELEV_V9_SE,ELEV_V1_S,ELEV_V2_S,ELEV_V3_S,ELEV_V4_S,ELEV_V5_S,ELEV_V6_S,ELEV_V7_S,ELEV_V8_S,ELEV_V9_S,ELEV_V1_SW,ELEV_V2_SW,ELEV_V3_SW,ELEV_V4_SW,ELEV_V5_SW,ELEV_V6_SW,ELEV_V7_SW,ELEV_V8_SW,ELEV_V9_SW,ELEV_V1_W,ELEV_V2_W,ELEV_V3_W,ELEV_V4_W,ELEV_V5_W,ELEV_V6_W,ELEV_V7_W,ELEV_V8_W,ELEV_V9_W,ELEV_V1_NW,ELEV_V2_NW,ELEV_V3_NW,ELEV_V4_NW,ELEV_V5_NW,ELEV_V6_NW,ELEV_V7_NW,ELEV_V8_NW,ELEV_V9_NW,LAT_V1_NE,LAT_V2_NE,LAT_V3_NE,LAT_V4_NE,LAT_V5_NE,LAT_V6_NE,LAT_V7_NE,LAT_V8_NE,LAT_V9_NE,LAT_V1_E,LAT_V2_E,LAT_V3_E,LAT_V4_E,LAT_V5_E,LAT_V6_E,LAT_V7_E,LAT_V8_E,LAT_V9_E,LAT_V1_SE,LAT_V2_SE,LAT_V3_SE,LAT_V4_SE,LAT_V5_SE,LAT_V6_SE,LAT_V7_SE,LAT_V8_SE,LAT_V9_SE,LAT_V1_S,LAT_V2_S,LAT_V3_S,LAT_V4_S,LAT_V5_S,LAT_V6_S,LAT_V7_S,LAT_V8_S,LAT_V9_S,LAT_V1_SW,LAT_V2_SW,LAT_V3_SW,LAT_V4_SW,LAT_V5_SW,LAT_V6_SW,LAT_V7_SW,LAT_V8_SW,LAT_V9_SW,LAT_V1_W,LAT_V2_W,LAT_V3_W,LAT_V4_W,LAT_V5_W,LAT_V6_W,LAT_V7_W,LAT_V8_W,LAT_V9_W,LAT_V1_NW,LAT_V2_NW,LAT_V3_NW,LAT_V4_NW,LAT_V5_NW,LAT_V6_NW,LAT_V7_NW,LAT_V8_NW,LAT_V9_NW,LON_V1_NE,LON_V2_NE,LON_V3_NE,LON_V4_NE,LON_V5_NE,LON_V6_NE,LON_V7_NE,LON_V8_NE,LON_V9_NE,LON_V1_E,LON_V2_E,LON_V3_E,LON_V4_E,LON_V5_E,LON_V6_E,LON_V7_E,LON_V8_E,LON_V9_E,LON_V1_SE,LON_V2_SE,LON_V3_SE,LON_V4_SE,LON_V5_SE,LON_V6_SE,LON_V7_SE,LON_V8_SE,LON_V9_SE,LON_V1_S,LON_V2_S,LON_V3_S,LON_V4_S,LON_V5_S,LON_V6_S,LON_V7_S,LON_V8_S,LON_V9_S,LON_V1_SW,LON_V2_SW,LON_V3_SW,LON_V4_SW,LON_V5_SW,LON_V6_SW,LON_V7_SW,LON_V8_SW,LON_V9_SW,LON_V1_W,LON_V2_W,LON_V3_W,LON_V4_W,LON_V5_W,LON_V6_W,LON_V7_W,LON_V8_W,LON_V9_W,LON_V1_NW,LON_V2_NW,LON_V3_NW,LON_V4_NW,LON_V5_NW,LON_V6_NW,LON_V7_NW,LON_V8_NW,LON_V9_NW
75.5,16.1218932103,47.3626859688,0,0,0,0,0,214,214,113,113,189,189,189,189,0,214,214,113,113,113,189,189,189,0,0,0,214,214,214,214,214,214,0,0,102,102,102,187,187,187,187,0,102,187,187,136,136,136,136,136,0,102,187,187,136,136,136,195,195,0,0,102,102,102,102,102,187,187,0,381,383,383,383,383,383,383,383,0,381,382,383,383,383,383,382,382,0,0,0,381,381,381,381,381,381,0,0,381,382,383,382,382,382,382,0,382,382,382,383,383,383,0,0,0,382,382,382,382,382,383,382,382,0,0,381,382,382,383,382,382,382,0,47.3627497495,47.3627816398,47.3628135301,47.3628454204,47.3628773107,47.362909201,47.3629410912,47.3629729814,0,47.3626862129,47.3626863349,47.3626864569,47.3626865788,47.3626867007,47.3626868226,47.3626869444,47.3626870662,0,0,0,47.3625590979,47.3625273801,47.3624956623,47.3624639445,47.3624322266,47.3624005088,0,0,47.3625510357,47.362506058,47.3624610803,47.3624161026,47.3623711249,47.3623261472,47.3622811695,0,47.362622188,47.3625902976,47.3625584071,47.3625265167,47.3624946262,47.3624627357,47.3624308451,47.3623989546,0,47.3626857245,47.3626856023,47.3626854801,47.3626853578,47.3626852355,47.3626851131,47.3626849907,47.3626848683,0,0,47.3627811218,47.3628128394,47.362844557,47.3628762746,47.3629079922,47.3629397097,47.3629714272,0,16.1219865742,16.1220332562,16.1220799383,16.1221266204,16.1221733026,16.1222199848,16.1222666671,16.1223133495,0,16.122025606,16.1220918039,16.1221580018,16.1222241996,16.1222903975,16.1223565954,16.1224227932,16.1224889911,0,0,0,16.122080954,16.1221278898,16.1221748255,16.1222217612,16.1222686968,16.1223156323,0,0,16.1218937495,16.1218939292,16.1218941089,16.1218942886,16.1218944683,16.121894648,16.1218948277,0,16.1217998467,16.1217531649,16.1217064833,16.1216598016,16.1216131201,16.1215664385,16.1215197571,16.1214730757,0,16.1217608146,16.1216946167,16.1216284189,16.121562221,16.1214960232,16.1214298253,16.1213636274,16.1212974296,0,0,16.121752402,16.1217054657,16.1216585294,16.1216115931,16.1215646567,16.1215177202,16.1214707837
75,16.1273346992,47.3612735401,0,0,0,0,239,239,239,239,198,198,198,198,198,0,239,239,239,239,239,239,198,198,0,0,0,0,0,0,0,0,0,0,214,214,187,187,187,136,136,136,0,214,187,187,187,187,136,136,136,0,214,214,214,214,187,187,187,187,0,0,0,0,0,0,0,0,0,377,378,380,382,384,384,384,384,385,0,378,378,379,380,382,384,384,384,0,0,0,0,0,0,0,0,0,0,379,379,380,380,380,381,382,383,0,379,380,380,380,380,380,380,380,0,379,379,380,380,381,382,382,382,0,0,0,0,0,0,0,0,0,47.3613054282,47.3613373164,47.3613692045,47.3614010926,47.3614329807,47.3614648688,47.3614967568,47.3615286449,47.3615605329,0,47.3612737779,47.3612738968,47.3612740156,47.3612741344,47.3612742532,47.3612743719,47.3612744905,47.3612746092,0,0,0,0,0,0,0,0,0,0,47.3611835846,47.3611386069,47.3610936292,47.3610486514,47.3610036737,47.360958696,47.3609137183,47.3608687405,0,47.3612097637,47.3611778755,47.3611459872,47.361114099,47.3610822107,47.3610503224,47.3610184341,47.3609865457,0,47.3612733021,47.361273183,47.3612730639,47.3612729448,47.3612728256,47.3612727064,47.3612725872,47.3612724679,0,0,0,0,0,0,0,0,0,16.1273813832,16.1274280672,16.1274747512,16.1275214354,16.1275681195,16.1276148038,16.1276614881,16.1277081724,16.1277548568,0,16.1274670915,16.1275332876,16.1275994837,16.1276656798,16.1277318759,16.1277980721,16.1278642682,16.1279304643,0,0,0,0,0,0,0,0,0,0,16.1273350494,16.1273352245,16.1273353995,16.1273355746,16.1273357497,16.1273359248,16.1273360999,16.1273362749,0,16.1272413315,16.1271946477,16.127147964,16.1271012803,16.1270545967,16.1270079131,16.1269612296,16.1269145462,0,16.127202307,16.1271361109,16.1270699148,16.1270037186,16.1269375225,16.1268713264,16.1268051303,16.1267389342,0,0,0,0,0,0,0,0,0
74.5,16.1283597588,47.3571056636,0,0,0,0,0,0,0,110,110,110,110,110,110,0,110,110,110,189,189,189,189,189,0,110,110,189,189,189,189,127,127,0,0,110,110,110,110,110,110,127,0,0,0,214,214,214,214,102,102,214,214,102,187,119,119,119,119,119,0,214,102,187,119,119,119,119,119,0,0,0,373,374,374,375,375,376,0,374,375,375,376,376,376,377,377,0,374,375,375,375,376,376,376,376,0,0,374,374,375,375,375,375,375,0,0,0,373,374,374,375,375,375,374,374,376,376,376,376,376,376,376,0,375,376,376,376,376,376,376,376,0,0,0,47.3572332145,47.3572651022,47.3572969899,47.3573288775,47.3573607652,47.3573926528,0,47.3571059002,47.3571060185,47.3571061367,47.3571062549,47.3571063731,47.3571064912,47.3571066092,47.3571067273,0,47.3570422228,47.3570105023,47.3569787819,47.3569470614,47.3569153409,47.3568836204,47.3568518999,47.3568201793,0,0,47.3569707303,47.3569257525,47.3568807748,47.356835797,47.3567908192,47.3567458415,47.3567008637,0,0,0,47.3569781123,47.3569462245,47.3569143366,47.3568824487,47.3568505608,47.3568186728,47.3571055452,47.3571054268,47.3571053083,47.3571051898,47.3571050713,47.3571049527,47.3571048341,47.3571047155,47.3571045968,0,47.3571691043,47.3572008246,47.357232545,47.3572642653,47.3572959855,47.3573277058,47.357359426,47.3573911463,0,0,0,16.1285464828,16.1285931639,16.1286398451,16.1286865263,16.1287332076,16.128779889,0,16.1284921407,16.1285583316,16.1286245225,16.1286907134,16.1287569043,16.1288230952,16.1288892861,16.128955477,0,16.1284536131,16.1285005402,16.1285474672,16.1285943942,16.1286413211,16.1286882479,16.1287351747,16.1287821014,0,0,16.1283602814,16.1283604556,16.1283606298,16.1283608039,16.1283609781,16.1283611523,16.1283613265,0,0,0,16.1281730358,16.1281263552,16.1280796746,16.1280329941,16.1279863137,16.1279396333,16.1282935679,16.128227377,16.1281611861,16.1280949952,16.1280288043,16.1279626134,16.1278964225,16.1278302316,16.1277640407,0,16.1282659043,16.128218977,16.1281720496,16.1281251221,16.1280781946,16.128031267,16.1279843394,16.1279374117
74,16.129054406,47.3528039993,0,0,0,0,0,234,187,187,244,119,119,119,119,0,234,187,187,244,187,187,187,187,0,0,234,234,234,234,187,187,187,0,0,0,214,214,187,187,119,119,0,214,187,119,119,119,119,119,119,0,214,187,119,119,119,119,119,119,0,0,214,214,187,187,119,119,119,0,370,371,371,371,371,371,371,371,0,370,371,371,371,371,371,371,371,0,0,370,370,370,370,370,370,370,0,0,0,370,370,371,371,371,371,0,371,371,371,371,371,371,371,371,0,371,371,371,371,371,371,371,371,0,0,370,371,371,371,371,371,371,0,47.3528677743,47.3528996618,47.3529315492,47.3529634366,47.352995324,47.3530272114,47.3530590988,47.3530909861,0,47.3528042351,47.352804353,47.3528044708,47.3528045886,47.3528047063,47.352804824,47.3528049417,47.3528050593,0,0,47.3527088371,47.3526771164,47.3526453956,47.3526136748,47.3525819539,47.3525502331,47.3525185122,0,0,0,47.3526240881,47.3525791103,47.3525341325,47.3524891547,47.3524441769,47.3523991991,0,47.3527402243,47.3527083367,47.3526764491,47.3526445615,47.3526126739,47.3525807863,47.3525488986,47.3525170109,0,47.3528037633,47.3528036453,47.3528035272,47.3528034091,47.3528032909,47.3528031727,47.3528030545,47.3528029362,0,0,47.3528991613,47.352930882,47.3529626026,47.3529943232,47.3530260437,47.3530577643,47.3530894848,0,16.1291477612,16.1291944388,16.1292411165,16.1292877943,16.1293344721,16.12938115,16.1294278279,16.1294745059,0,16.1291867771,16.1292529626,16.1293191482,16.1293853337,16.1294515192,16.1295177048,16.1295838903,16.1296500758,0,0,16.1291951747,16.1292420975,16.1292890202,16.1293359428,16.1293828654,16.129429788,16.1294767105,0,0,0,16.1290551003,16.1290552739,16.1290554474,16.129055621,16.1290557946,16.1290559681,0,16.1289610511,16.1289143738,16.1288676965,16.1288210192,16.128774342,16.1287276649,16.1286809878,16.1286343107,0,16.128922035,16.1288558494,16.1287896639,16.1287234784,16.1286572928,16.1285911073,16.1285249218,16.1284587363,0,0,16.1289136369,16.1288667137,16.1288197905,16.1287728672,16.1287259439,16.1286790205,16.128632097
73.5,16.1313208931,47.3486550218,0,0,0,0,0,234,234,113,113,113,113,187,119,0,234,234,113,113,113,187,119,119,0,0,0,234,234,234,234,234,234,0,0,0,102,102,102,102,102,187,0,102,102,102,187,206,206,206,206,0,102,102,102,187,187,206,134,134,0,0,0,102,102,102,102,102,102,0,367,368,368,368,368,368,368,368,0,367,368,368,368,368,368,367,367,0,0,0,366,367,367,367,367,367,0,0,0,367,368,368,367,367,367,0,368,369,367,367,367,368,368,368,0,367,369,367,367,367,368,367,368,0,0,0,367,367,368,369,368,368,0,47.348718795,47.3487506816,47.3487825681,47.3488144546,47.3488463411,47.3488782276,47.3489101141,47.3489420005,0,47.348655255,47.3486553716,47.3486554881,47.3486556046,47.348655721,47.3486558374,47.3486559537,47.34865607,0,0,0,47.3485281351,47.3484964133,47.3484646915,47.3484329698,47.348401248,47.3483695261,0,0,0,47.3484751105,47.3484301327,47.3483851548,47.348340177,47.3482951991,47.3482502213,0,47.3485912486,47.3485593619,47.3485274753,47.3484955886,47.3484637019,47.3484318151,47.3483999284,47.3483680416,0,47.3486547885,47.3486546718,47.348654555,47.3486544382,47.3486543213,47.3486542045,47.3486540875,47.3486539706,0,0,0,47.3487819083,47.3488136299,47.3488453515,47.348877073,47.3489087945,47.348940516,0,16.1314142437,16.1314609191,16.1315075945,16.13155427,16.1316009455,16.1316476211,16.1316942968,16.1317409725,0,16.1314532539,16.1315194342,16.1315856146,16.1316517949,16.1317179753,16.1317841556,16.131850336,16.1319165164,0,0,0,16.1315085644,16.1315554821,16.1316023997,16.1316493173,16.1316962348,16.1317431522,0,0,0,16.1313215796,16.1313217512,16.1313219228,16.1313220945,16.1313222661,16.1313224377,0,16.1312275428,16.1311808677,16.1311341927,16.1310875177,16.1310408428,16.1309941679,16.1309474931,16.1309008184,0,16.1311885324,16.1311223521,16.1310561717,16.1309899914,16.130923811,16.1308576307,16.1307914503,16.13072527,0,0,0,16.131133221,16.1310863028,16.1310393846,16.1309924663,16.1309455479,16.1308986295
73,16.1356053971,47.345425197,0,0,0,0,0,227,113,113,113,113,113,113,113,0,227,227,113,113,113,113,113,187,0,0,0,227,133,227,227,227,227,0,0,227,227,227,227,187,101,101,0,227,227,227,227,187,187,134,134,0,227,227,127,187,191,191,191,134,0,0,0,0,227,227,227,227,227,0,363,365,365,365,365,365,365,365,0,363,364,365,365,365,365,365,365,0,0,0,363,363,363,363,364,364,0,0,363,363,364,364,366,365,365,0,363,364,365,365,365,365,365,366,0,363,364,365,365,365,365,365,365,0,0,0,0,363,363,364,364,364,0,47.3454889667,47.3455208515,47.3455527364,47.3455846211,47.3456165059,47.3456483907,47.3456802754,47.3457121601,0,47.3454254252,47.3454255393,47.3454256533,47.3454257673,47.3454258812,47.3454259951,47.345426109,47.3454262228,0,0,0,47.3452983031,47.3452665795,47.345234856,47.3452031324,47.3451714089,47.3451396852,0,0,47.3452902634,47.3452452855,47.3452003076,47.3451553297,47.3451103519,47.345065374,47.3450203961,0,47.3453614272,47.3453295423,47.3452976573,47.3452657723,47.3452338874,47.3452020024,47.3451701173,47.3451382323,0,47.3454249686,47.3454248543,47.3454247401,47.3454246257,47.3454245114,47.345424397,47.3454242825,47.345424168,0,0,0,0,47.3455838139,47.3456155373,47.3456472606,47.3456789839,47.3457107071,0,16.1356987472,16.1357454223,16.1357920975,16.1358387727,16.135885448,16.1359321233,16.1359787987,16.1360254741,0,16.1357377498,16.1358039261,16.1358701025,16.1359362788,16.1360024552,16.1360686315,16.1361348078,16.1362009842,0,0,0,16.1357930467,16.1358399589,16.1358868711,16.1359337833,16.1359806953,16.1360276074,0,0,16.135605901,16.135606069,16.1356062369,16.1356064049,16.1356065728,16.1356067408,16.1356069088,0,16.1355120473,16.1354653725,16.1354186977,16.135372023,16.1353253483,16.1352786737,16.1352319992,16.1351853247,0,16.1354730445,16.1354068681,16.1353406918,16.1352745155,16.1352083391,16.1351421628,16.1350759865,16.1350098101,0,0,0,0,16.1353708339,16.1353239211,16.1352770083,16.1352300953,16.1351831824
72.5,16.138647115,47.3415269439,0,0,0,0,0,215,214,214,160,160,160,160,160,0,214,214,160,160,160,160,160,160,0,0,214,214,133,133,101,101,101,0,0,0,0,0,133,101,101,101,0,101,101,101,187,187,187,187,187,0,101,101,267,267,187,187,187,187,0,0,215,101,101,267,267,267,187,0,360,360,361,362,363,363,363,363,0,360,361,362,362,362,362,362,362,0,0,359,360,360,362,362,361,362,0,0,0,0,0,359,359,359,360,0,359,360,361,362,362,362,362,362,0,359,361,362,362,363,363,363,363,0,0,359,360,360,361,362,362,364,0,47.3415907112,47.3416225948,47.3416544784,47.341686362,47.3417182456,47.3417501291,47.3417820126,47.3418138961,0,47.3415271686,47.3415272809,47.3415273932,47.3415275054,47.3415276176,47.3415277298,47.3415278419,47.3415279539,0,0,47.3414317697,47.3414000449,47.3413683201,47.3413365953,47.3413048705,47.3412731456,47.3412414207,0,0,0,0,0,47.3412570765,47.3412120985,47.3411671206,47.3411221427,0,47.3414631766,47.3414312929,47.3413994091,47.3413675254,47.3413356416,47.3413037578,47.341271874,47.3412399902,0,47.3415267191,47.3415266066,47.3415264941,47.3415263815,47.3415262689,47.3415261562,47.3415260436,47.3415259309,0,0,47.341622118,47.3416538426,47.3416855673,47.3417172919,47.3417490165,47.341780741,47.3418124656,0,16.1387404619,16.1387871354,16.138833809,16.1388804826,16.1389271563,16.1389738301,16.1390205039,16.1390671777,0,16.138779458,16.1388456295,16.1389118009,16.1389779724,16.1390441439,16.1391103154,16.1391764869,16.1392426583,0,0,16.1387878365,16.1388347435,16.1388816504,16.1389285574,16.1389754642,16.139022371,16.1390692778,0,0,0,0,0,16.1386481072,16.1386482725,16.1386484379,16.1386486032,0,16.1385537684,16.1385070952,16.138460422,16.1384137489,16.1383670758,16.1383204028,16.1382737298,16.1382270569,0,16.1385147721,16.1384486006,16.1383824291,16.1383162577,16.1382500862,16.1381839147,16.1381177432,16.1380515718,0,0,16.1385063931,16.1384594857,16.1384125782,16.1383656707,16.1383187631,16.1382718555,16.1382249478
72,16.1422291038,47.3380468258,0,0,0,0,0,101,101,101,101,196,196,196,196,0,101,101,101,101,101,196,196,196,0,0,0,101,101,101,101,101,101,0,0,101,101,101,101,101,101,101,0,101,101,101,187,187,101,101,101,0,101,101,101,101,187,187,101,101,0,0,0,0,0,0,101,101,101,0,357,358,358,358,358,358,358,358,0,357,358,358,358,358,358,358,358,0,0,0,357,357,357,357,358,358,0,0,357,357,357,357,358,358,358,0,357,357,358,358,358,358,358,358,0,357,357,358,358,358,358,358,358,0,0,0,0,0,0,357,357,357,0,47.3381105902,47.3381424724,47.3381743546,47.3382062367,47.3382381188,47.3382700009,47.338301883,47.338333765,0,47.3380470464,47.3380471566,47.3380472668,47.338047377,47.3380474871,47.3380475971,47.3380477072,47.3380478172,0,0,0,47.3379199209,47.3378881946,47.3378564683,47.3378247419,47.3377930156,47.3377612892,0,0,47.337911892,47.337866914,47.3378219361,47.3377769581,47.3377319802,47.3376870022,47.3376420243,0,47.3379830614,47.3379511791,47.3379192968,47.3378874145,47.3378555322,47.3378236498,47.3377917675,47.3377598851,0,47.3380466051,47.3380464947,47.3380463842,47.3380462738,47.3380461632,47.3380460527,47.3380459421,47.3380458314,0,0,0,0,0,0,47.3382689088,47.3383006349,47.3383323609,0,16.1423224489,16.1423691215,16.1424157942,16.1424624669,16.1425091397,16.1425558125,16.1426024854,16.1426491584,0,16.1423614381,16.1424276053,16.1424937724,16.1425599395,16.1426261067,16.1426922738,16.142758441,16.1428246081,0,0,0,16.1424167113,16.1424636131,16.1425105148,16.1425574164,16.142604318,16.1426512195,0,0,16.1422295907,16.142229753,16.1422299153,16.1422300776,16.1422302399,16.1422304021,16.1422305644,0,16.142135759,16.1420890866,16.1420424144,16.1419957421,16.14194907,16.1419023979,16.1418557258,16.1418090538,0,16.1420967695,16.1420306024,16.1419644353,16.1418982681,16.141832101,16.1417659338,16.1416997667,16.1416335996,0,0,0,0,0,0,16.1419007885,16.1418538861,16.1418069836
71.5,16.1437240112,47.3340950843,0,0,0,0,0,101,101,101,119,119,119,119,119,0,101,101,261,101,101,101,119,119,0,0,0,0,0,0,260,260,260,0,260,260,101,101,101,101,101,101,0,260,101,101,101,101,101,101,101,0,0,260,260,101,101,101,101,101,0,0,0,0,0,0,0,0,0,0,356,356,356,356,355,355,355,355,0,355,355,356,356,356,356,355,355,0,0,0,0,0,0,355,355,355,0,355,356,356,358,358,358,358,358,0,355,356,358,358,358,358,358,358,0,0,355,356,356,356,357,358,358,0,0,0,0,0,0,0,0,0,0,47.3341588475,47.3341907291,47.3342226107,47.3342544922,47.3342863737,47.3343182552,47.3343501367,47.3343820182,0,47.3340953031,47.3340954125,47.3340955218,47.3340956311,47.3340957403,47.3340958495,47.3340959587,47.3340960678,0,0,0,0,0,0,47.3338729959,47.3338412689,47.3338095419,0,47.3340051283,47.3339601503,47.3339151724,47.3338701944,47.3338252164,47.3337802384,47.3337352604,47.3336902824,0,47.334031321,47.3339994393,47.3339675576,47.3339356759,47.3339037942,47.3338719124,47.3338400306,47.3338081488,0,0,47.3340947558,47.3340946462,47.3340945366,47.3340944269,47.3340943172,47.3340942075,47.3340940977,0,0,0,0,0,0,0,0,0,0,16.1438173511,16.1438640211,16.1439106912,16.1439573614,16.1440040316,16.1440507019,16.1440973722,16.1441440426,0,16.1438563356,16.1439224978,16.14398866,16.1440548222,16.1441209844,16.1441871467,16.1442533089,16.1443194711,0,0,0,0,0,0,16.1440522929,16.1440991901,16.1441460872,0,16.1437243332,16.1437244942,16.1437246552,16.1437248162,16.1437249772,16.1437251382,16.1437252992,16.1437254601,0,16.1436306715,16.1435840017,16.143537332,16.1434906623,16.1434439928,16.1433973232,16.1433506537,16.1433039843,0,0,16.1435255245,16.1434593623,16.1433932001,16.1433270379,16.1432608757,16.1431947135,16.1431285513,0,0,0,0,0,0,0,0,0
71,16.1482365977,47.3310406141,0,0,0,0,0,266,101,101,119,119,119,119,119,0,266,101,101,119,119,119,119,119,0,0,266,266,101,101,101,119,119,0,0,0,0,265,265,265,265,265,0,265,119,119,119,119,119,119,119,0,100,119,119,119,119,119,119,119,0,0,100,100,100,100,119,119,119,0,353,353,353,353,353,353,353,353,0,353,353,353,353,353,353,353,353,0,0,352,353,353,353,353,353,353,0,0,0,0,352,352,352,352,353,0,353,353,353,353,353,353,353,353,0,353,353,353,353,353,353,353,353,0,0,353,353,353,353,353,353,353,0,47.3311043737,47.3311362534,47.3311681332,47.3312000129,47.3312318926,47.3312637723,47.3312956519,47.3313275316,0,47.3310408277,47.3310409344,47.3310410411,47.3310411478,47.3310412544,47.331041361,47.3310414676,47.3310415741,0,0,47.3309454278,47.3309136991,47.3308819702,47.3308502414,47.3308185126,47.3307867837,47.3307550548,0,0,0,0,47.330815724,47.3307707459,47.3307257679,47.3306807899,47.3306358119,0,47.3309768544,47.3309449746,47.3309130947,47.3308812148,47.3308493349,47.3308174549,47.330785575,47.330753695,0,47.3310404003,47.3310402934,47.3310401864,47.3310400794,47.3310399723,47.3310398653,47.3310397581,47.331039651,0,0,47.3311358001,47.3311675288,47.3311992574,47.331230986,47.3312627146,47.3312944432,47.3313261717,0,16.1483299377,16.1483766078,16.1484232779,16.1484699481,16.1485166184,16.1485632887,16.148609959,16.1486566295,0,16.1483689146,16.148435073,16.1485012314,16.1485673898,16.1486335482,16.1486997066,16.148765865,16.1488320235,0,0,16.148377274,16.148424166,16.148471058,16.1485179498,16.1485648416,16.1486117334,16.1486586251,0,0,0,0,16.1482373835,16.1482375406,16.1482376978,16.1482378549,16.1482380121,0,16.148143258,16.1480965882,16.1480499184,16.1480032487,16.1479565791,16.1479099095,16.14786324,16.1478165705,0,16.1481042809,16.1480381225,16.1479719641,16.1479058057,16.1478396473,16.1477734888,16.1477073304,16.147641172,0,0,16.1480959209,16.1480490285,16.1480021361,16.1479552436,16.1479083511,16.1478614585,16.1478145658
70.5,16.1509245687,47.3273443274,0,0,0,0,274,274,274,119,119,119,119,119,119,274,274,119,119,119,119,119,119,119,274,274,274,274,119,119,119,119,119,0,0,0,0,0,0,0,0,265,0,266,266,266,266,266,266,119,119,266,266,266,266,266,119,119,119,119,0,266,266,266,266,266,184,184,184,349,350,351,351,351,351,350,351,350,350,351,351,351,351,350,350,350,350,349,350,351,351,351,351,351,351,351,0,0,0,0,0,0,0,0,349,0,350,351,351,351,351,351,351,351,350,351,351,351,351,351,352,352,352,0,350,351,351,352,352,352,352,352,47.3273762061,47.3274080848,47.3274399635,47.3274718422,47.3275037208,47.3275355994,47.3275674781,47.3275993566,47.3276312352,47.3273444327,47.3273445379,47.3273446431,47.3273447482,47.3273448533,47.3273449584,47.3273450634,47.3273451684,47.3273452734,47.3273125975,47.3272808677,47.3272491378,47.3272174079,47.3271856779,47.327153948,47.327122218,47.327090488,47.327058758,0,0,0,0,0,0,0,0,47.3269395249,0,47.3272805699,47.3272486911,47.3272168123,47.3271849335,47.3271530546,47.3271211758,47.3270892969,47.327057418,47.3273442221,47.3273441167,47.3273440114,47.327343906,47.3273438005,47.327343695,47.3273435895,47.3273434839,47.3273433783,0,47.327407787,47.3274395168,47.3274712466,47.3275029764,47.3275347061,47.3275664358,47.3275981655,47.3276298952,16.150971237,16.1510179054,16.1510645738,16.1511112424,16.1511579109,16.1512045795,16.1512512482,16.1512979169,16.1513445857,16.1509907225,16.1510568763,16.1511230301,16.1511891839,16.1512553377,16.1513214915,16.1513876453,16.1514537991,16.1515199529,16.1509714559,16.1510183431,16.1510652303,16.1511121174,16.1511590045,16.1512058915,16.1512527784,16.1512996653,16.1513465521,0,0,0,0,0,0,0,0,16.1509259623,0,16.1508312321,16.150784564,16.1507378959,16.1506912278,16.1506445598,16.1505978919,16.150551224,16.1505045561,16.1508584149,16.150792261,16.1507261072,16.1506599534,16.1505937996,16.1505276458,16.150461492,16.1503953382,16.1503291844,0,16.1508307939,16.1507839065,16.150737019,16.1506901315,16.1506432438,16.1505963562,16.1505494685,16.1505025807
