Stream_KM,Longitude,Latitude,TopoWest,TopoSouth,TopoEast,Veg0_EMERG,Veg1_NE,Veg2_NE,Veg3_NE,Veg4_NE,Veg5_NE,Veg6_NE,Veg7_NE,Veg8_NE,Veg9_NE,Veg1_E,Veg2_E,Veg3_E,Veg4_E,Veg5_E,Veg6_E,Veg7_E,Veg8_E,Veg9_E,Veg1_SE,Veg2_SE,Veg3_SE,Veg4_SE,Veg5_SE,Veg6_SE,Veg7_SE,Veg8_SE,Veg9_SE,Veg1_S,Veg2_S,Veg3_S,Veg4_S,Veg5_S,Veg6_S,Veg7_S,Veg8_S,Veg9_S,Veg1_SW,Veg2_SW,Veg3_SW,Veg4_SW,Veg5_SW,Veg6_SW,Veg7_SW,Veg8_SW,Veg9_SW,Veg1_W,Veg2_W,Veg3_W,Veg4_W,Veg5_W,Veg6_W,Veg7_W,Veg8_W,Veg9_W,Veg1_NW,Veg2_NW,Veg3_NW,Veg4_NW,Veg5_NW,Veg6_NW,Veg7_NW,Veg8_NW,Veg9_NW,ELEV_V1_NE,ELEV_V2_NE,ELEV_V3_NE,ELEV_V4_NE,ELEV_V5_NE,ELEV_V6_NE,ELEV_V7_NE,ELEV_V8_NE,ELEV_V9_NE,ELEV_V1_E,ELEV_V2_E,ELEV_V3_E,ELEV_V4_E,ELEV_V5_E,ELEV_V6_E,ELEV_V7_E,ELEV_V8_E,ELEV_V9_E,ELEV_V1_SE,ELEV_V2_SE,ELEV_V3_SE,ELEV_V4_SE,ELEV_V5_SE,ELEV_V6_SE,ELEV_V7_SE,ELEV_V8_SE,ELEV_V9_SE,ELEV_V1_S,ELEV_V2_S,ELEV_V3_S,ELEV_V4_S,ELEV_V5_S,ELEV_V6_S,ELEV_V7_S,ELEV_V8_S,ELEV_V9_S,ELEV_V1_SW,ELEV_V2_SW,ELEV_V3_SW,ELEV_V4_SW,ELEV_V5_SW,ELEV_V6_SW,ELEV_V7_SW,ELEV_V8_SW,ELEV_V9_SW,ELEV_V1_W,ELEV_V2_W,ELEV_V3_W,ELEV_V4_W,ELEV_V5_W,ELEV_V6_W,ELEV_V7_W,ELEV_V8_W,ELEV_V9_W,ELEV_V1_NW,ELEV_V2_NW,ELEV_V3_NW,ELEV_V4_NW,ELEV_V5_NW,ELEV_V6_NW,ELEV_V7_NW,ELEV_V8_NW,ELEV_V9_NW,LAT_V1_NE,LAT_V2_NE,LAT_V3_NE,LAT_V4_NE,LAT_V5_NE,LAT_V6_NE,LAT_V7_NE,LAT_V8_NE,LAT_V9_NE,LAT_V1_E,LAT_V2_E,LAT_V3_E,LAT_V4_E,LAT_V5_E,LAT_V6_E,LAT_V7_E,LAT_V8_E,LAT_V9_E,LAT_V1_SE,LAT_V2_SE,LAT_V3_SE,LAT_V4_SE,LAT_V5_SE,LAT_V6_SE,LAT_V7_SE,LAT_V8_SE,LAT_V9_SE,LAT_V1_S,LAT_V2_S,LAT_V3_S,LAT_V4_S,LAT_V5_S,LAT_V6_S,LAT_V7_S,LAT_V8_S,LAT_V9_S,LAT_V1_SW,LAT_V2_SW,LAT_V3_SW,LAT_V4_SW,LAT_V5_SW,LAT_V6_SW,LAT_V7_SW,LAT_V8_SW,LAT_V9_SW,LAT_V1_W,LAT_V2_W,LAT_V3_W,LAT_V4_W,LAT_V5_W,LAT_V6_W,LAT_V7_W,LAT_V8_W,LAT_V9_W,LAT_V1_NW,LAT_V2_NW,LAT_V3_NW,LAT_V4_NW,LAT_V5_NW,LAT_V6_NW,LAT_V7_NW,LAT_V8_NW,LAT_V9_NW,LON_V1_NE,LON_V2_NE,LON_V3_NE,LON_V4_NE,LON_V5_NE,LON_V6_NE,LON_V7_NE,LON_V8_NE,LON_V9_NE,LON_V1_E,LON_V2_E,LON_V3_E,LON_V4_E,LON_V5_E,LON_V6_E,LON_V7_E,LON_V8_E,LON_V9_E,LON_V1_SE,LON_V2_SE,LON_V3_SE,LON_V4_SE,LON_V5_SE,LON_V6_SE,LON_V7_SE,LON_V8_SE,LON_V9_SE,LON_V1_S,LON_V2_S,LON_V3_S,LON_V4_S,LON_V5_S,LON_V6_S,LON_V7_S,LON_V8_S,LON_V9_S,LON_V1_SW,LON_V2_SW,LON_V3_SW,LON_V4_SW,LON_V5_SW,LON_V6_SW,LON_V7_SW,LON_V8_SW,LON_V9_SW,LON_V1_W,LON_V2_W,LON_V3_W,LON_V4_W,LON_V5_W,LON_V6_W,LON_V7_W,LON_V8_W,LON_V9_W,LON_V1_NW,LON_V2_NW,LON_V3_NW,LON_V4_NW,LON_V5_NW,LON_V6_NW,LON_V7_NW,LON_V8_NW,LON_V9_NW
73.5,16.13132089,47.34865502,0,0,0,0,0,234,234,113,113,113,113,187,119,0,234,234,113,113,113,187,119,119,0,0,0,234,234,234,234,234,234,0,0,0,102,102,102,102,102,187,0,102,102,102,187,206,206,206,206,0,102,102,102,187,187,206,134,134,0,0,0,102,102,102,102,102,102,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,0,47.3487188,47.34875068,47.34878257,47.34881445,47.34884634,47.34887823,47.34891011,47.348942,0,47.34865526,47.34865537,47.34865549,47.3486556,47.34865572,47.34865584,47.34865595,47.34865607,0,0,0,47.34852814,47.34849641,47.34846469,47.34843297,47.34840125,47.34836953,0,0,0,47.34847511,47.34843013,47.34838515,47.34834018,47.3482952,47.34825022,0,47.34859125,47.34855936,47.34852748,47.34849559,47.3484637,47.34843182,47.34839993,47.34836804,0,47.34865479,47.34865467,47.34865456,47.34865444,47.34865432,47.3486542,47.34865409,47.34865397,0,0,0,47.34878191,47.34881363,47.34884535,47.34887707,47.34890879,47.34894052,0,16.13141424,16.13146092,16.13150759,16.13155427,16.13160095,16.13164762,16.1316943,16.13174097,0,16.13145325,16.13151943,16.13158561,16.13165179,16.13171798,16.13178416,16.13185034,16.13191652,0,0,0,16.13150856,16.13155548,16.1316024,16.13164932,16.13169623,16.13174315,0,0,0,16.13132158,16.13132175,16.13132192,16.13132209,16.13132227,16.13132244,0,16.13122754,16.13118087,16.13113419,16.13108752,16.13104084,16.13099417,16.13094749,16.13090082,0,16.13118853,16.13112235,16.13105617,16.13098999,16.13092381,16.13085763,16.13079145,16.13072527,0,0,0,16.13113322,16.1310863,16.13103938,16.13099247,16.13094555,16.13089863
73,16.1356054,47.3454252,0,0,0,0,0,227,113,113,113,113,113,113,113,0,227,227,113,113,113,113,113,187,0,0,0,227,133,227,227,227,227,0,0,227,227,227,227,187,101,101,0,227,227,227,227,187,187,134,134,0,227,227,127,187,191,191,191,134,0,0,0,0,227,227,227,227,227,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,0,47.34548897,47.34552085,47.34555274,47.34558462,47.34561651,47.34564839,47.34568028,47.34571216,0,47.34542543,47.34542554,47.34542565,47.34542577,47.34542588,47.345426,47.34542611,47.34542622,0,0,0,47.3452983,47.34526658,47.34523486,47.34520313,47.34517141,47.34513969,0,0,47.34529026,47.34524529,47.34520031,47.34515533,47.34511035,47.34506537,47.3450204,0,47.34536143,47.34532954,47.34529766,47.34526577,47.34523389,47.345202,47.34517012,47.34513823,0,47.34542497,47.34542485,47.34542474,47.34542463,47.34542451,47.3454244,47.34542428,47.34542417,0,0,0,0,47.34558381,47.34561554,47.34564726,47.34567898,47.34571071,0,16.13569875,16.13574542,16.1357921,16.13583877,16.13588545,16.13593212,16.1359788,16.13602547,0,16.13573775,16.13580393,16.1358701,16.13593628,16.13600246,16.13606863,16.13613481,16.13620098,0,0,0,16.13579305,16.13583996,16.13588687,16.13593378,16.1359807,16.13602761,0,0,16.1356059,16.13560607,16.13560624,16.1356064,16.13560657,16.13560674,16.13560691,0,16.13551205,16.13546537,16.1354187,16.13537202,16.13532535,16.13527867,16.135232,16.13518532,0,16.13547304,16.13540687,16.13534069,16.13527452,16.13520834,16.13514216,16.13507599,16.13500981,0,0,0,0,16.13537083,16.13532392,16.13527701,16.1352301,16.13518318
72.5,16.13864712,47.34152694,0,0,0,0,0,215,214,214,160,160,160,160,160,0,214,214,160,160,160,160,160,160,0,0,214,214,133,133,101,101,101,0,0,0,0,0,133,101,101,101,0,101,101,101,187,187,187,187,187,0,101,101,267,267,187,187,187,187,0,0,215,101,101,267,267,267,187,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,0,47.34159071,47.34162259,47.34165448,47.34168636,47.34171825,47.34175013,47.34178201,47.3418139,0,47.34152717,47.34152728,47.34152739,47.34152751,47.34152762,47.34152773,47.34152784,47.34152795,0,0,47.34143177,47.34140004,47.34136832,47.3413366,47.34130487,47.34127315,47.34124142,0,0,0,0,0,47.34125708,47.3412121,47.34116712,47.34112214,0,47.34146318,47.34143129,47.34139941,47.34136753,47.34133564,47.34130376,47.34127187,47.34123999,0,47.34152672,47.34152661,47.34152649,47.34152638,47.34152627,47.34152616,47.34152604,47.34152593,0,0,47.34162212,47.34165384,47.34168557,47.34171729,47.34174902,47.34178074,47.34181247,0,16.13874046,16.13878714,16.13883381,16.13888048,16.13892716,16.13897383,16.1390205,16.13906718,0,16.13877946,16.13884563,16.1389118,16.13897797,16.13904414,16.13911032,16.13917649,16.13924266,0,0,16.13878784,16.13883474,16.13888165,16.13892856,16.13897546,16.13902237,16.13906928,0,0,0,0,0,16.13864811,16.13864827,16.13864844,16.1386486,0,16.13855377,16.1385071,16.13846042,16.13841375,16.13836708,16.1383204,16.13827373,16.13822706,0,16.13851477,16.1384486,16.13838243,16.13831626,16.13825009,16.13818391,16.13811774,16.13805157,0,0,16.13850639,16.13845949,16.13841258,16.13836567,16.13831876,16.13827186,16.13822495
72,16.1422291,47.33804683,0,0,0,0,0,101,101,101,101,196,196,196,196,0,101,101,101,101,101,196,196,196,0,0,0,101,101,101,101,101,101,0,0,101,101,101,101,101,101,101,0,101,101,101,187,187,101,101,101,0,101,101,101,101,187,187,101,101,0,0,0,0,0,0,101,101,101,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,0,47.33811059,47.33814247,47.33817435,47.33820624,47.33823812,47.33827,47.33830188,47.33833377,0,47.33804705,47.33804716,47.33804727,47.33804738,47.33804749,47.3380476,47.33804771,47.33804782,0,0,0,47.33791992,47.33788819,47.33785647,47.33782474,47.33779302,47.33776129,0,0,47.33791189,47.33786691,47.33782194,47.33777696,47.33773198,47.337687,47.33764202,0,47.33798306,47.33795118,47.3379193,47.33788741,47.33785553,47.33782365,47.33779177,47.33775989,0,47.33804661,47.33804649,47.33804638,47.33804627,47.33804616,47.33804605,47.33804594,47.33804583,0,0,0,0,0,0,47.33826891,47.33830063,47.33833236,0,16.14232245,16.14236912,16.14241579,16.14246247,16.14250914,16.14255581,16.14260249,16.14264916,0,16.14236144,16.14242761,16.14249377,16.14255994,16.14262611,16.14269227,16.14275844,16.14282461,0,0,0,16.14241671,16.14246361,16.14251051,16.14255742,16.14260432,16.14265122,0,0,16.14222959,16.14222975,16.14222992,16.14223008,16.14223024,16.1422304,16.14223056,0,16.14213576,16.14208909,16.14204241,16.14199574,16.14194907,16.1419024,16.14185573,16.14180905,0,16.14209677,16.1420306,16.14196444,16.14189827,16.1418321,16.14176593,16.14169977,16.1416336,0,0,0,0,0,0,16.14190079,16.14185389,16.14180698
71.5,16.14372401,47.33409508,0,0,0,0,0,101,101,101,119,119,119,119,119,0,101,101,261,101,101,101,119,119,0,0,0,0,0,0,260,260,260,0,260,260,101,101,101,101,101,101,0,260,101,101,101,101,101,101,101,0,0,260,260,101,101,101,101,101,0,0,0,0,0,0,0,0,0,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,0,47.33415885,47.33419073,47.33422261,47.33425449,47.33428637,47.33431826,47.33435014,47.33438202,0,47.3340953,47.33409541,47.33409552,47.33409563,47.33409574,47.33409585,47.33409596,47.33409607,0,0,0,0,0,0,47.333873,47.33384127,47.33380954,0,47.33400513,47.33396015,47.33391517,47.33387019,47.33382522,47.33378024,47.33373526,47.33369028,0,47.33403132,47.33399944,47.33396756,47.33393568,47.33390379,47.33387191,47.33384003,47.33380815,0,0,47.33409476,47.33409465,47.33409454,47.33409443,47.33409432,47.33409421,47.3340941,0,0,0,0,0,0,0,0,0,0,16.14381735,16.14386402,16.14391069,16.14395736,16.14400403,16.1440507,16.14409737,16.14414404,0,16.14385634,16.1439225,16.14398866,16.14405482,16.14412098,16.14418715,16.14425331,16.14431947,0,0,0,0,0,0,16.14405229,16.14409919,16.14414609,0,16.14372433,16.14372449,16.14372466,16.14372482,16.14372498,16.14372514,16.1437253,16.14372546,0,16.14363067,16.143584,16.14353733,16.14349066,16.14344399,16.14339732,16.14335065,16.14330398,0,0,16.14352552,16.14345936,16.1433932,16.14332704,16.14326088,16.14319471,16.14312855,0,0,0,0,0,0,0,0,0
71,16.1482366,47.33104061,0,0,0,0,0,266,101,101,119,119,119,119,119,0,266,101,101,119,119,119,119,119,0,0,266,266,101,101,101,119,119,0,0,0,0,265,265,265,265,265,0,265,119,119,119,119,119,119,119,0,100,119,119,119,119,119,119,119,0,0,100,100,100,100,119,119,119,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,0,47.33110437,47.33113625,47.33116813,47.33120001,47.33123189,47.33126377,47.33129565,47.33132753,0,47.33104083,47.33104093,47.33104104,47.33104115,47.33104125,47.33104136,47.33104147,47.33104157,0,0,47.33094543,47.3309137,47.33088197,47.33085024,47.33081851,47.33078678,47.33075505,0,0,0,0,47.33081572,47.33077075,47.33072577,47.33068079,47.33063581,0,47.33097685,47.33094497,47.33091309,47.33088121,47.33084933,47.33081745,47.33078558,47.3307537,0,47.3310404,47.33104029,47.33104019,47.33104008,47.33103997,47.33103987,47.33103976,47.33103965,0,0,47.3311358,47.33116753,47.33119926,47.33123099,47.33126271,47.33129444,47.33132617,0,16.14832994,16.14837661,16.14842328,16.14846995,16.14851662,16.14856329,16.14860996,16.14865663,0,16.14836891,16.14843507,16.14850123,16.14856739,16.14863355,16.14869971,16.14876587,16.14883202,0,0,16.14837727,16.14842417,16.14847106,16.14851795,16.14856484,16.14861173,16.14865863,0,0,0,0,16.14823738,16.14823754,16.1482377,16.14823785,16.14823801,0,16.14814326,16.14809659,16.14804992,16.14800325,16.14795658,16.14790991,16.14786324,16.14781657,0,16.14810428,16.14803812,16.14797196,16.14790581,16.14783965,16.14777349,16.14770733,16.14764117,0,0,16.14809592,16.14804903,16.14800214,16.14795524,16.14790835,16.14786146,16.14781457
70.5,16.15092457,47.32734433,0,0,0,0,274,274,274,119,119,119,119,119,119,274,274,119,119,119,119,119,119,119,274,274,274,274,119,119,119,119,119,0,0,0,0,0,0,0,0,265,0,266,266,266,266,266,266,119,119,266,266,266,266,266,119,119,119,119,0,266,266,266,266,266,184,184,184,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,47.32737621,47.32740808,47.32743996,47.32747184,47.32750372,47.3275356,47.32756748,47.32759936,47.32763124,47.32734443,47.32734454,47.32734464,47.32734475,47.32734485,47.32734496,47.32734506,47.32734517,47.32734527,47.3273126,47.32728087,47.32724914,47.32721741,47.32718568,47.32715395,47.32712222,47.32709049,47.32705876,0,0,0,0,0,0,0,0,47.32693952,0,47.32728057,47.32724869,47.32721681,47.32718493,47.32715305,47.32712118,47.3270893,47.32705742,47.32734422,47.32734412,47.32734401,47.32734391,47.3273438,47.3273437,47.32734359,47.32734348,47.32734338,0,47.32740779,47.32743952,47.32747125,47.32750298,47.32753471,47.32756644,47.32759817,47.3276299,16.15097124,16.15101791,16.15106457,16.15111124,16.15115791,16.15120458,16.15125125,16.15129792,16.15134459,16.15099072,16.15105688,16.15112303,16.15118918,16.15125534,16.15132149,16.15138765,16.1514538,16.15151995,16.15097146,16.15101834,16.15106523,16.15111212,16.151159,16.15120589,16.15125278,16.15129967,16.15134655,0,0,0,0,0,0,0,0,16.15092596,0,16.15083123,16.15078456,16.1507379,16.15069123,16.15064456,16.15059789,16.15055122,16.15050456,16.15085841,16.15079226,16.15072611,16.15065995,16.1505938,16.15052765,16.15046149,16.15039534,16.15032918,0,16.15083079,16.15078391,16.15073702,16.15069013,16.15064324,16.15059636,16.15054947,16.15050258
70,16.15370986,47.32391768,0,0,0,0,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,0,0,0,0,265,265,265,265,265,0,265,265,100,100,100,165,165,165,265,100,100,100,165,165,165,165,165,0,265,100,100,100,165,165,165,165,0,0,0,0,0,0,265,265,100,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,47.32394956,47.32398143,47.32401331,47.32404519,47.32407707,47.32410894,47.32414082,47.3241727,47.32420458,47.32391778,47.32391789,47.32391799,47.32391809,47.3239182,47.3239183,47.3239184,47.32391851,47.32391861,0,0,0,0,47.32375902,47.32372729,47.32369556,47.32366383,47.3236321,0,47.32382772,47.32378274,47.32373777,47.32369279,47.32364781,47.32360283,47.32355785,47.32351288,47.3238858,47.32385392,47.32382205,47.32379017,47.32375829,47.32372641,47.32369454,47.32366266,47.32363078,0,47.32391747,47.32391737,47.32391726,47.32391716,47.32391706,47.32391695,47.32391685,47.32391674,0,0,0,0,0,0,47.3241398,47.32417153,47.32420326,16.15375653,16.1538032,16.15384986,16.15389653,16.1539432,16.15398986,16.15403653,16.1540832,16.15412987,16.15377601,16.15384216,16.15390831,16.15397446,16.15404061,16.15410676,16.15417291,16.15423906,16.15430521,0,0,0,0,16.15394427,16.15399116,16.15403804,16.15408492,16.1541318,0,16.15371017,16.15371032,16.15371047,16.15371062,16.15371078,16.15371093,16.15371108,16.15371123,16.15366319,16.15361653,16.15356986,16.15352319,16.15347653,16.15342986,16.15338319,16.15333653,16.15328986,0,16.15357756,16.15351141,16.15344526,16.15337911,16.15331296,16.15324681,16.15318066,16.15311452,0,0,0,0,0,0,16.15338168,16.1533348,16.15328792
69.5,16.15771827,47.32138181,0,0,0,0,0,164,164,0,0,0,0,0,167,0,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,0,152,100,100,100,100,100,100,100,0,152,152,152,152,152,152,152,152,0,0,152,152,152,152,152,152,152,0,0,0,0,0,0,152,152,227,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,0,47.32144556,47.32147744,0,0,0,0,0,47.32166869,0,0,0,47.32138221,47.32138232,47.32138242,47.32138252,47.32138262,47.32138272,0,0,47.32128661,47.32125488,47.32122315,47.32119141,47.32115968,47.32112795,47.32109622,0,47.32129185,47.32124688,47.3212019,47.32115692,47.32111194,47.32106696,47.32102198,47.32097701,0,47.32131806,47.32128618,47.32125431,47.32122243,47.32119055,47.32115868,47.3211268,47.32109493,0,0,47.32138151,47.3213814,47.3213813,47.3213812,47.3213811,47.321381,47.3213809,0,0,0,0,0,0,47.32160394,47.32163567,47.3216674,0,16.15781161,16.15785828,0,0,0,0,0,16.15813828,0,0,0,16.15798286,16.15804901,16.15811515,16.1581813,16.15824745,16.15831359,0,0,16.15785891,16.15790579,16.15795266,16.15799954,16.15804642,16.1580933,16.15814017,0,16.15771857,16.15771872,16.15771887,16.15771902,16.15771917,16.15771932,16.15771947,16.15771962,0,16.15762494,16.15757827,16.15753161,16.15748494,16.15743827,16.15739161,16.15734494,16.15729827,0,0,16.15751984,16.15745369,16.15738754,16.1573214,16.15725525,16.1571891,16.15712296,0,0,0,0,0,0,16.15739013,16.15734325,16.15729637
69,16.16192136,47.32158663,0,0,0,0,0,167,167,167,167,167,167,187,119,0,167,167,167,167,167,167,167,167,0,0,0,0,0,0,285,285,285,0,167,167,165,165,165,165,165,165,0,167,167,165,165,165,165,165,165,0,167,167,167,167,165,165,165,165,0,0,0,0,0,167,167,167,167,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,0,47.32165038,47.32168225,47.32171413,47.321746,47.32177787,47.32180975,47.32184162,47.3218735,0,47.32158683,47.32158692,47.32158702,47.32158712,47.32158722,47.32158732,47.32158742,47.32158752,0,0,0,0,0,0,47.32136449,47.32133275,47.32130102,0,47.32149667,47.32145169,47.32140672,47.32136174,47.32131676,47.32127178,47.3212268,47.32118183,0,47.32152288,47.32149101,47.32145913,47.32142726,47.32139538,47.32136351,47.32133163,47.32129976,0,47.32158643,47.32158633,47.32158623,47.32158613,47.32158603,47.32158593,47.32158584,47.32158574,0,0,0,0,0,47.32177703,47.32180877,47.3218405,47.32187224,0,16.1620147,16.16206137,16.16210804,16.16215471,16.16220138,16.16224805,16.16229472,16.16234139,0,16.16205365,16.1621198,16.16218594,16.16225209,16.16231824,16.16238438,16.16245053,16.16251668,0,0,0,0,0,0,16.16224948,16.16229636,16.16234324,0,16.16192165,16.16192179,16.16192194,16.16192208,16.16192223,16.16192238,16.16192252,16.16192267,0,16.16182802,16.16178135,16.16173468,16.16168801,16.16164134,16.16159467,16.161548,16.16150133,0,16.16178906,16.16172292,16.16165677,16.16159062,16.16152448,16.16145833,16.16139218,16.16132604,0,0,0,0,0,16.1616401,16.16159323,16.16154635,16.16149947
68.5,16.16507885,47.31784376,0,0,0,0,0,265,100,100,100,109,109,100,100,265,265,100,100,109,109,109,109,109,0,265,265,265,100,100,100,100,100,0,0,0,0,0,265,265,265,265,0,265,265,265,239,239,239,239,239,0,265,265,239,239,239,239,239,239,0,265,265,265,265,265,265,265,265,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,0,47.31790751,47.31793938,47.31797125,47.31800312,47.318035,47.31806687,47.31809874,47.31813062,47.31784386,47.31784395,47.31784405,47.31784415,47.31784424,47.31784434,47.31784444,47.31784454,47.31784463,0,47.31778029,47.31774855,47.31771682,47.31768508,47.31765335,47.31762161,47.31758987,47.31755814,0,0,0,0,0,47.31757389,47.31752891,47.31748393,47.31743896,0,47.31778001,47.31774814,47.31771627,47.31768439,47.31765252,47.31762065,47.31758878,47.3175569,0,47.31784357,47.31784347,47.31784337,47.31784327,47.31784318,47.31784308,47.31784298,47.31784288,0,47.31790723,47.31793897,47.3179707,47.31800244,47.31803417,47.31806591,47.31809765,47.31812938,0,16.16517219,16.16521886,16.16526553,16.16531219,16.16535886,16.16540553,16.1654522,16.16549887,16.16514499,16.16521114,16.16527728,16.16534342,16.16540956,16.1654757,16.16554185,16.16560799,16.16567413,0,16.16517259,16.16521946,16.16526633,16.1653132,16.16536007,16.16540694,16.16545381,16.16550068,0,0,0,0,0,16.16507971,16.16507985,16.16507999,16.16508014,0,16.16498551,16.16493885,16.16489218,16.16484551,16.16479884,16.16475217,16.16470551,16.16465884,0,16.16494657,16.16488043,16.16481428,16.16474814,16.164682,16.16461586,16.16454972,16.16448357,0,16.16498511,16.16493824,16.16489137,16.1648445,16.16479763,16.16475076,16.16470389,16.16465702
68,16.16680582,47.31351646,0,0,0,0,265,265,265,265,265,265,119,119,119,0,265,265,265,265,119,119,119,119,0,0,265,265,265,265,265,265,265,0,0,241,233,233,233,233,100,100,0,241,241,241,100,100,187,101,101,0,241,241,241,241,241,100,100,187,0,0,0,241,241,241,241,241,241,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,47.31354833,47.3135802,47.31361208,47.31364395,47.31367582,47.31370769,47.31373957,47.31377144,47.31380331,0,47.31351665,47.31351675,47.31351684,47.31351694,47.31351704,47.31351713,47.31351723,47.31351732,0,0,47.31342125,47.31338951,47.31335778,47.31332604,47.3132943,47.31326257,47.31323083,0,0,47.31338153,47.31333655,47.31329157,47.31324659,47.31320161,47.31315663,47.31311166,0,47.31345272,47.31342084,47.31338897,47.3133571,47.31332523,47.31329335,47.31326148,47.31322961,0,47.31351627,47.31351617,47.31351608,47.31351598,47.31351588,47.31351579,47.31351569,47.31351559,0,0,0,47.31364341,47.31367514,47.31370688,47.31373861,47.31377035,47.31380209,16.16685248,16.16689915,16.16694582,16.16699248,16.16703915,16.16708581,16.16713248,16.16717915,16.16722581,0,16.16693809,16.16700423,16.16707036,16.1671365,16.16720264,16.16726877,16.16733491,16.16740105,0,0,16.16694641,16.16699328,16.16704015,16.16708701,16.16713388,16.16718074,16.16722761,0,0,16.16680624,16.16680638,16.16680652,16.16680667,16.16680681,16.16680695,16.16680709,0,16.16671249,16.16666582,16.16661916,16.16657249,16.16652582,16.16647916,16.16643249,16.16638583,0,16.16667354,16.16660741,16.16654127,16.16647514,16.166409,16.16634286,16.16627673,16.16621059,0,0,0,16.16661836,16.16657149,16.16652462,16.16647776,16.16643089,16.16638403
