Stream_KM,Elevation,Gradient,BottomWidth,ChannelAngleZ,Mannings_n,SedThermalConductivity,SedThermalDiffusivity,SedHyporheicThickness,%HyporheicExchange,Porosity
78,382,0.001,7,2.075,0.05,2,0.0064,0.1,0.01,0.2
77.5,381,0.001,7,2.075,0.05,2,0.0064,0.1,0.01,0.2
77,379,0.001,10,0.15,0.03,2,0.0064,0.1,0.01,0.5
76.5,377,0.001,10,0.15,0.03,2,0.0064,0.1,0.01,0.5
76,374,0.01,10,0.15,0.03,2,0.0064,0.1,0.01,0.5
75.5,373,0.001,10,0.15,0.03,2,0.0064,0.1,0.01,0.5
75,370,0.01,10,0.15,0.03,2,0.0064,0.1,0.01,0.5
74.5,368,0.001,10,0.15,0.03,2,0.0064,0.1,0.01,0.5
74,366,0.001,6,0.5,0.04,2,0.0064,0.1,0.01,0.35
73.5,364,0.001,6,0.5,0.04,2,0.0064,0.1,0.01,0.35
73,362,0.001,5,1.15,0.05,2,0.0064,0.1,0.01,0.35
72.5,361,0.001,5,1.15,0.05,2,0.0064,0.1,0.01,0.35
72,360,0.001,5,1.15,0.05,2,0.0064,0.1,0.01,0.35
71.5,359,0.001,5,1.15,0.05,2,0.0064,0.1,0.01,0.35
71,357,0.001,9,0.5,0.04,2,0.0064,0.1,0.01,0.35
70.5,354,0.01,6,0.15,0.025,2,0.0064,0.1,0.01,0.45
70,352,0.001,6,0.15,0.025,2,0.0064,0.1,0.01,0.45
69.5,351,0.001,6,0.15,0.025,2,0.0064,0.1,0.01,0.45
69,350,0.001,6,0.15,0.025,2,0.0064,0.1,0.01,0.45
68.5,348,0.001,6,0.15,0.025,2,0.0064,0.1,0.01,0.45
68,347,0.001,8,0.5,0.06,2,0.0064,0.1,0.01,0.45
67.5,347,0.001,8,0.5,0.06,2,0.0064,0.1,0.01,0.45
67,346,0.001,8,0.5,0.06,2,0.0064,0.1,0.01,0.45
66.5,343,0.01,6,0.15,0.05,2,0.0064,0.1,0.01,0.45
66,340,0.01,6,0.15,0.05,2,0.0064,0.1,0.01,0.45
65.5,338,0.001,11,0.15,0.5,2,0.0064,0.1,0.01,0.35
65,336,0.001,11,0.15,0.5,2,0.0064,0.1,0.01,0.35
64.5,334,0.001,11,0.15,0.5,2,0.0064,0.1,0.01,0.35
64,332,0.001,10,1,0.5,2,0.0064,0.1,0.01,0.5
63.5,329,0.01,10,0.15,0.03,2,0.0064,0.1,0.01,0.2
63,327,0.001,9,0.5,0.1,2,0.0064,0.1,0.01,0.5
62.5,325,0.001,10,0.5,0.03,2,0.0064,0.1,0.01,0.5
62,324,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
61.5,322,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
61,323,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
60.5,320,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
60,319,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
59.5,319,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
59,317,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
58.5,317,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
58,316,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
57.5,315,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
57,314,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
56.5,313,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
56,311,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
55.5,310,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
55,310,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
54.5,310,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
54,309,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
53.5,309,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
53,307,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
52.5,307,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
52,307,0.001,10,0.575,0.05,2,0.0064,0.1,0.01,0.45
51.5,307,0.001,5,0.325,0.1,2,0.0064,0.1,0.01,0.4
51,302,0.01,5,0.325,0.1,2,0.0064,0.1,0.01,0.4
50.5,301,0.001,10,0.5,0.1,2,0.0064,0.1,0.01,0.35
50,300,0.001,10,0.5,0.1,2,0.0064,0.1,0.01,0.35
49.5,298,0.001,10,0.5,0.1,2,0.0064,0.1,0.01,0.35
49,297,0.001,10,0.5,0.06,2,0.0064,0.1,0.01,0.35
48.5,296,0.001,10,0.325,0.06,2,0.0064,0.1,0.01,0.35
48,296,0.001,7,0.325,0.06,2,0.0064,0.1,0.01,0.4
47.5,296,0.001,25,0.5,0.1,2,0.0064,0.1,0.01,0.4
47,291,0.01,25,0.5,0.1,2,0.0064,0.1,0.01,0.4
46.5,289,0.001,25,0.5,0.1,2,0.0064,0.1,0.01,0.4
46,288,0.001,7,0.325,0.06,2,0.0064,0.1,0.01,0.4
45.5,285,0.001,7,0.325,0.06,2,0.0064,0.1,0.01,0.4
45,283,0.001,10,0.15,0.04,2,0.0064,0.1,0.01,0.4
44.5,282,0.001,10,0.5,0.03,2,0.0064,0.1,0.01,0.1
44,284,0.001,8,0.5,0.04,2,0.0064,0.1,0.01,0.4
43.5,281,0.001,4,0.325,0.1,2,0.0064,0.1,0.01,0.4
43,280,0.001,4,0.15,0.05,2,0.0064,0.1,0.01,0.4
42.5,280,0.001,4,0.15,0.05,2,0.0064,0.1,0.01,0.4
42,281,0.001,4,0.15,0.05,2,0.0064,0.1,0.01,0.4
41.5,278,0.001,4,0.15,0.05,2,0.0064,0.1,0.01,0.4
41,277,0.001,4,0.15,0.05,2,0.0064,0.1,0.01,0.4
40.5,277,0.001,4,0.15,0.05,2,0.0064,0.1,0.01,0.4
40,276,0.001,4,0.15,0.05,2,0.0064,0.1,0.01,0.4
39.5,275,0.001,5,0.5,0.05,2,0.0064,0.1,0.01,0.35
39,274,0.001,5,0.5,0.05,2,0.0064,0.1,0.01,0.35
38.5,274,0.001,5,0.5,0.05,2,0.0064,0.1,0.01,0.35
38,273,0.001,5,0.5,0.05,2,0.0064,0.1,0.01,0.35
37.5,271,0.001,4,0.15,0.05,2,0.0064,0.1,0.01,0.35
37,270,0.001,4,0.15,0.05,2,0.0064,0.1,0.01,0.35
36.5,269,0.001,6,0.5,0.1,2,0.0064,0.1,0.01,0.35
36,267,0.001,4,0.5,0.05,2,0.0064,0.1,0.01,0.35
35.5,266,0.001,4,0.5,0.05,2,0.0064,0.1,0.01,0.35
35,264,0.001,4,0.5,0.05,2,0.0064,0.1,0.01,0.35
34.5,263,0.001,4,0.5,0.05,2,0.0064,0.1,0.01,0.35
34,263,0.001,25,0.325,0.05,2,0.0064,0.1,0.01,0.45
33.5,262,0.001,25,0.325,0.05,2,0.0064,0.1,0.01,0.45
33,261,0.001,25,0.325,0.05,2,0.0064,0.1,0.01,0.45
32.5,261,0.001,6.5,0.5,0.04,2,0.0064,0.1,0.01,0.35
32,260,0.001,10,0.15,0.04,2,0.0064,0.1,0.01,0.35
31.5,259,0.001,10,0.15,0.04,2,0.0064,0.1,0.01,0.35
31,258,0.001,4,0.15,0.04,2,0.0064,0.1,0.01,0.4
30.5,258,0.001,4,0.15,0.04,2,0.0064,0.1,0.01,0.4
30,257,0.001,4,0.15,0.04,2,0.0064,0.1,0.01,0.4
29.5,256,0.001,4,0.15,0.04,2,0.0064,0.1,0.01,0.4
29,256,0.001,4,0.15,0.04,2,0.0064,0.1,0.01,0.4
28.5,254,0.001,5,0.15,0.04,2,0.0064,0.1,0.01,0.35
28,254,0.001,9,0.15,0.1,2,0.0064,0.1,0.01,0.35
27.5,253,0.001,7.5,0.5,0.04,2,0.0064,0.1,0.01,0.35
27,252,0.001,7.5,0.5,0.04,2,0.0064,0.1,0.01,0.35
26.5,251,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.4
26,251,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.4
25.5,251,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.4
25,250,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.4
24.5,250,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.4
24,249,0.001,7,0.75,0.04,2,0.0064,0.1,0.01,0.45
23.5,249,0.001,7,0.75,0.04,2,0.0064,0.1,0.01,0.45
23,249,0.001,7,0.75,0.04,2,0.0064,0.1,0.01,0.45
22.5,249,0.001,7,0.75,0.04,2,0.0064,0.1,0.01,0.45
22,247,0.001,7,0.75,0.04,2,0.0064,0.1,0.01,0.45
21.5,247,0.001,7,0.75,0.04,2,0.0064,0.1,0.01,0.45
21,246,0.001,6,0.5,0.05,2,0.0064,0.1,0.01,0.45
20.5,246,0.001,6,0.5,0.05,2,0.0064,0.1,0.01,0.45
20,245,0.001,6,0.5,0.05,2,0.0064,0.1,0.01,0.45
19.5,245,0.001,6,0.5,0.05,2,0.0064,0.1,0.01,0.45
19,244,0.001,6,0.5,0.05,2,0.0064,0.1,0.01,0.45
18.5,244,0.001,9,0.15,0.05,2,0.0064,0.1,0.01,0.4
18,241,0.01,2,0.5,0.06,2,0.0064,0.1,0.01,0.5
17.5,241,0.001,2,0.5,0.06,2,0.0064,0.1,0.01,0.5
17,240,0.001,9,0.15,0.03,2,0.0064,0.1,0.01,0.45
16.5,238,0.001,8,0.15,0.05,2,0.0064,0.1,0.01,0.45
16,238,0.001,8,0.15,0.05,2,0.0064,0.1,0.01,0.45
15.5,237,0.001,8,0.15,0.05,2,0.0064,0.1,0.01,0.45
15,236,0.001,8,0.15,0.05,2,0.0064,0.1,0.01,0.45
14.5,236,0.001,8,0.15,0.05,2,0.0064,0.1,0.01,0.45
14,235,0.001,8,0.325,0.04,2,0.0064,0.1,0.01,0.45
13.5,234,0.001,12,0.325,0.1,2,0.0064,0.1,0.01,0.5
13,234,0.001,10,0.75,0.035,2,0.0064,0.1,0.01,0.4
12.5,234,0.001,10,1,0.1,2,0.0064,0.1,0.01,0.4
12,233,0.001,10,1,0.1,2,0.0064,0.1,0.01,0.4
11.5,230,0.01,10,1,0.1,2,0.0064,0.1,0.01,0.4
11,231,0.001,10,1,0.1,2,0.0064,0.1,0.01,0.4
10.5,229,0.001,23,0.5,0.1,2,0.0064,0.1,0.01,0.45
10,228,0.001,23,0.5,0.1,2,0.0064,0.1,0.01,0.45
9.5,229,0.001,23,0.5,0.1,2,0.0064,0.1,0.01,0.45
9,229,0.001,23,0.5,0.1,2,0.0064,0.1,0.01,0.45
8.5,228,0.001,23,0.5,0.1,2,0.0064,0.1,0.01,0.45
8,226,0.001,23,0.5,0.1,2,0.0064,0.1,0.01,0.45
7.5,225,0.001,25,0.5,0.1,2,0.0064,0.1,0.01,0.35
7,225,0.001,25,0.5,0.1,2,0.0064,0.1,0.01,0.35
6.5,224,0.001,25,0.5,0.1,2,0.0064,0.1,0.01,0.4
6,224,0.001,25,0.5,0.1,2,0.0064,0.1,0.01,0.4
5.5,224,0.001,25,0.5,0.1,2,0.0064,0.1,0.01,0.4
5,224,0.001,25,0.5,0.1,2,0.0064,0.1,0.01,0.4
4.5,220,0.01,25,0.5,0.1,2,0.0064,0.1,0.01,0.4
4,219,0.001,25,0.5,0.1,2,0.0064,0.1,0.01,0.4
3.5,219,0.001,25,0.5,0.1,2,0.0064,0.1,0.01,0.4
3,218,0.001,20,0.5,0.1,2,0.0064,0.1,0.01,0.4
2.5,217,0.001,20,0.5,0.1,2,0.0064,0.1,0.01,0.4
2,217,0.001,20,0.5,0.1,2,0.0064,0.1,0.01,0.4
1.5,216,0.001,20,0.5,0.1,2,0.0064,0.1,0.01,0.4
1,216,0.001,20,0.5,0.1,2,0.0064,0.1,0.01,0.4
0.5,215,0.001,20,0.5,0.1,2,0.0064,0.1,0.01,0.4
0,214,0.001,20,0.5,0.1,2,0.0064,0.1,0.01,0.4
